NIDID,Dam_Name,Insp_Date,Submit_Date,River,City_02,County,State,Cong_Dist,Cong_Rep,Party,Owner_Type,Owner_Name,Year_Comp,Year_Mod,Private_Dam,NPDP_Hazard,Permit_Auth,Insp_Auth,Enfrc_Auth,Juris_Dam,NID_Height,NID_Storage,Dam_Length,Max_Discharge,Drain_Area,Dam_Designer,EAP,Insp_Freq,St_Reg_Dam,St_Reg_Agncy,Volume,Fed_Fund,Fed_Design,Fed_Con,Fed_Reg,Fed_Insp,Srce_Agncy,Oth_StrucID,Num_Struc,Longitude,Latitude
VA11110,BRAGG DAM,,2013-03-12,TR-COUCHES CREEK,RT. 40,LUNENBURG,VA,VA05,ROBERT HURT (R),R,PRIVATE,L. M. BRAGG,1958,,N,,Y,Y,Y,Y,17,50,345,1277,,,NR,0,Y,DCR,7395,,USDA NRCS,,,,VA,,0,-78.2866,37.0033
VA01517,BRALEY DAM,,2013-03-13,JOHNSONS DRAFT,,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,FEDERAL,USDA FS,1965,,N,LOW,N,N,N,N,25,60,350,617,1,,NR,0,N,DCR,551250,USDA FS,,USDA FS,USDA FS,USDA FS,USDA FS,,0,-79.3022,38.2875
VA06520,BREMO POWER STATION DAM,2009-10-29,2013-03-12,TRIB TO JAMES RIVER,,FLUVANNA,VA,VA05,ROBERT HURT (R),R,PUBLIC UTILITY,DOMINION,1984,,N,SIGNIFICANT,Y,Y,Y,Y,102,600,2000,,0.16,J.K. TIMMONS (1983),Y,0,Y,DCR,,,,,,,VA,,0,-78.295,37.705
VA09517,BREWERY ROAD DAM,2009-05-27,2013-03-12,GROVE CREEK,JAMES RIVER,JAMES CITY,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,SEAWORLD PARKS & ENTERTAINMENT,1974,,N,LOW,Y,Y,Y,Y,35,1120,415,,0.78,"INTERNATIONAL ENGINEERING, CO.",Y,0,Y,DCR,,,,,,,VA,,0,-76.64,37.2266
VA06133,BRICK HOUSE DAM,,2013-03-12,,,FAUQUIER,VA,VA05,ROBERT HURT (R),R,PRIVATE,"OAK SPRING FARMS, LLC",,,N,LOW,Y,Y,Y,Y,24,132,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.8633,38.9533
VA14724,BRIDGE ST. LAGOONS,,2013-03-12,OFF STREAM APPOMATTOX RIVER,,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,PRIVATE,TOWN OF FARMVILLE,,,N,LOW,Y,Y,Y,Y,10,118,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.3816,37.3066
VA80007,BRIGHTS DAM,,2013-03-08,TR- NANSEMOND RIVER,NANSEMOND RIVER,SUFFOLK,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,JOHN BRIGHT,1956,,N,LOW,N,N,N,N,14,148,388,1915,,,NR,0,N,,10000,,USDA NRCS,,,,USDA NRCS,,0,-76.54,36.7747
VA07526,BROAD BRANCH DAM,2007-09-05,2013-03-12,BROAD BRANCH,VA STATE ROUTE-623,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"KINLOCH LAKE ASSOCIATION, INC.",1992,,N,LOW,Y,Y,Y,Y,29,1188,850,,3.54,J. K. TIMMONS,Y,0,Y,DCR,,,,,,,VA,,0,-77.6866,37.6333
VA14341,BRYANT DAM,,2013-03-12,TR-CANE CREEK,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,FIRST PIEDMONT CORPORATION,,2007,N,LOW,N,N,N,N,26,63,265,,,,NR,0,N,DCR,,,,,,,VA,,0,-79.3183,36.5666
VA18330,BRYANT DAM,,2013-03-12,SPRING BRANCH,,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,JOHN W. BRYANT,,,N,LOW,Y,Y,Y,Y,11,195,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.08,37.06
VA08103,BRYANTS DAM,,2013-03-12,MILL RUN,ST RT 622,GREENSVILLE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,WILLIAM LIGON,1850,,N,LOW,Y,Y,Y,Y,10,318,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.4466,36.5783
VA11909,BUCKINGHAM DAM,,2013-03-12,,,MIDDLESEX,VA,VA01,ROBERT J. WITTMAN (R),R,NOT LISTED,,,,N,LOW,Y,Y,Y,Y,17,104,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.64,37.7116
VA15311,BUCKLAND DAM,,2013-03-12,SOUTH RUN,,PRINCE WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,"BUCKLAND FARM, INC.",,,N,LOW,Y,Y,Y,Y,23,50,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.67,38.77
VA00717,BULTJE DAM,,2013-03-12,,,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,BEN UNDERWOOD,,,N,LOW,Y,Y,Y,Y,20,223,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.0616,37.355
VA14320,BURKHARDT DAM,,2013-03-12,TR-REED CREEK,,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,GEORGE BURKHARDT III,,,N,LOW,Y,Y,Y,Y,29,49,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.265,37.0283
VA17108,BURNSHIRE,2012-05-03,2013-02-28,NORTH FORK SHENANDOAH RIVER,,SHENANDOAH,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,"GILBERT, BRITT & SCULLY, THOMAS&JOHN III",1904,,N,LOW,N,N,N,N,14,200,400,,650,,NR,3,N,DCR,,,,,FERC,FERC,FERC,,1,-78.4673,38.8767
MD00228,BURNT MILLS DAM,2011-03-22,2013-02-04,NORTHWEST BRANCH,US RTE 29,MONTGOMERY,MD,MD08,CHRIS VAN HOLLEN (D),D,LOCAL GOVERNMENT,MNCPPC-BURNT MILLS,1930,1930,N,SIGNIFICANT,Y,Y,Y,Y,23,97,230,12285,26.7,WSSC & AMBURSEN ENGINEERING CO,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.0065,39.031
VA08330,BURTON DAM,,2013-03-12,TR-NANNISTER RIVER,BANNISTER RIVER,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,THOMAS M. BURTON,1960,,N,,N,N,N,N,28,67,294,779,,,NR,0,N,DCR,20227,,USDA NRCS,,,,VA,,0,-78.8283,36.7816
VA14741,BUSH RIVER DAM #4B,2011-03-08,2013-03-12,MOUNTAIN CREEK,,PRINCE EDWARD,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,PIEDMONT SWCD,2001,0,N,LOW,Y,Y,Y,Y,61,7277,540,4900,14.5,USDA NRCS,Y,0,Y,DCR,101350,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.365,37.19
VA11711,BUTLER'S DAM,,2013-03-12,TR-LITTLE BLUESTONE CREEK,,MECKLENBURG,VA,VA05,ROBERT HURT (R),R,PRIVATE,J. BUTLER,1954,,N,LOW,Y,Y,Y,Y,24,117,310,,,,NR,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-78.4716,36.7816
VA13509,BUTTERWOOD LAKE UPPER DAM,,2013-03-12,BIRCHIN CREEK,,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,FEDERAL,DOD USA,,,N,,N,N,N,N,19,186,,,,,NR,0,N,DCR,,,,,,,VA,,0,-77.9416,37.0666
VA14511,BYERS MILL DAM,,2013-03-12,MILL CREEK,ROUTE 614,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,J. W. WILLIAMS,1850,,N,SIGNIFICANT,Y,Y,Y,Y,23,130,400,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.8125,37.56
VA03319,BYRDS MILL DAM,,2013-03-12,KING AND QUEEN SWAMP,VA STATE ROUTE-625,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,BEVERLY RUN LLC,1950,,N,LOW,Y,Y,Y,Y,19,590,420,,,,Y,0,Y,DCR,,,,,,,VA,,0,-77.1416,37.97
VA04910,CA IRA DAM,,2013-03-12,WILLIS RIVER,CA IRA,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,"C. H. AGEE, VAN SHEPPARD",1800,,N,LOW,Y,Y,Y,Y,13,227,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.3233,37.48
MD00342,CABIN CREEK MILL DAM,2007-03-14,2013-02-04,CABIN CREEK,,DORCHESTER,MD,MD01,ANDY HARRIS (R),R,PRIVATE,NANCY BOUNDS,1882,"2000,H",N,,Y,Y,Y,Y,8,70,300,254,6.4,USDA NRCS;WARREN JOHNSON,NR,5,Y,MD DAM SAFETY,1,,USDA NRCS,,,,MD,,0,-75.9183,38.6283
VA08335,CAGE DAM,,2013-03-12,ROCKY BR. WOODS CREEK,SOUTH BOSTON,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,ROBERT F. CAGE,1959,,N,,Y,Y,Y,Y,24,138,360,2415,0.5,,N,0,Y,DCR,23184,,USDA NRCS,,,,VA,,0,-78.8833,36.7133
VA14918,CAIN DAM,,2013-03-12,INDIAN SWAMP,RT. 602,PRINCE GEORGE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,ZETTIE E. CAIN,1958,,N,,Y,Y,Y,Y,10,76,319,241,,,NR,0,Y,DCR,3060,,USDA NRCS,,,,VA,,0,-77.3783,37.0266
MD00356,CALVERT GATEWAY,2012-06-07,2013-02-04,TR-HALL CREEK,APPLE GREEN BUSINESS PK,CALVERT,MD,MD05,STENY H. HOYER (D),D,PRIVATE,PENWICK VILLAGE LTD PARTNERSHIP,2000,2000,N,,Y,Y,Y,Y,19.69,4.04,200,367,0.04,"MC CRONE, INC",Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6558,38.7203
VA05317,CERNYS DAM,,2013-03-12,TR-ARTHUR SWAMP,RT. 670,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,E. L. CERNY,1970,,N,,Y,Y,Y,Y,19,68,570,1267,,,NR,0,Y,DCR,19935,,USDA NRCS,,,,VA,,0,-77.4216,37.16
MD00216,CHAMBERS LAKE,2012-04-27,2013-02-04,TANYARD BRANCH,,CAROLINE,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,TOWN OF FEDERALSBURG,1937,1937,N,SIGNIFICANT,Y,Y,Y,Y,11,78,390,1731,5.3,,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.7637,38.6967
VA19311,CHANDLERS MILL DAM,,2013-03-12,,,WESTMORELAND,VA,VA01,ROBERT J. WITTMAN (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,,,N,LOW,Y,Y,Y,Y,15,475,,,,,N,0,Y,DCR,,,,,,,VA,,0,-76.8484,38.0975
VA17106,CHAPMAN,2011-07-06,2013-02-28,NORTH FORK SHENANDOAH RIVER,,SHENANDOAH,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,SHENANDOAH HYDRO COMPANY,1910,,N,LOW,N,N,N,N,17,300,250,,700,,NR,3,N,DCR,,,,,FERC,FERC,FERC,,1,-78.4991,38.8492
VA19904,CHEATHAM POND DAM,2012-05-16,2013-02-27,QUEEN CREEK,US NAVAL SUPPLY CENTER,YORK,VA,VA01,ROBERT J. WITTMAN (R),R,FEDERAL,DOD USN,1943,2006,N,LOW,Y,Y,Y,Y,9.09,346,800,190,1.2,,NR,5,Y,DCR,3333,DOD USN,DOD USN,DOD USN,DOD USN,DOD USN,DOD USN,,0,-76.6171,37.2987
VA10125,CHELSEA DAM,,2013-03-12,,,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,"WILLIAM W. RICDARDSON, III",,,N,LOW,Y,Y,Y,Y,12,99,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.8333,37.5983
MD00289,CHENOWETH FARM POND,2007-03-29,2013-02-04,TR-DEER CREEK,,BALTIMORE,MD,MD01,ANDY HARRIS (R),R,PRIVATE,VERNON H CHENOWETH,1990,1990,N,LOW,Y,Y,Y,Y,29,52,360,177,0.3,USDA NRCS;ROGER THOMAS,NR,5,Y,MD DAM SAFETY,1,,USDA NRCS,,,,MD,,0,-76.6087,39.6953
VA08534,CHERRYDALE DAM,,2013-03-12,BEAVERDAM CREEK,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,CHERRYDALE CIVIC ASSOCIATION,,,N,LOW,Y,Y,Y,Y,15,70,400,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.325,37.6233
VA00714,CHESAPEAKE DAM,,2013-03-12,APPOMATTOX RIVER,APPOMATTOX RIVER,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,CHESAPEAKE,1946,,N,,Y,Y,Y,Y,24,105,225,8731,,,NR,0,Y,DCR,11860,,USDA NRCS,,,,VA,,0,-78.1816,37.4233
VA04145,CHESTERFIELD POWER STATION,2012-03-15,2013-03-12,TR-JAMES RIVER,JAMES RIVER,CHESTERFIELD,VA,VA04,J. RANDY FORBES (R),R,PUBLIC UTILITY,DOMINION,1984,,N,LOW,Y,Y,Y,Y,44,4560,9900,,0.18,J.K. TIMMONS (1982),Y,0,Y,DCR,,,,,,,VA,,0,-77.3683,37.37
MD00161,CHESTERTOWN STABLIZATION POND NO. 1,2012-03-23,2013-02-04,OFFSTREAM-RADCLIFFE CREEK,,KENT,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,CHESTERTOWN UTILITIES COMMISSION,1967,1990,N,LOW,Y,Y,Y,Y,29,229,4006,20,0.01,"MC CRONE, INC",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.0783,39.2016
MD00162,CHESTERTOWN STABLIZATION POND NO. 2,2012-03-23,2013-02-04,OFFSTREAM-RADCLIFFE CREEK,,KENT,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,CHESTERTOWN UTILITIES COMMISSION,1967,1990,N,LOW,Y,Y,Y,Y,32,133,3471,20,0.01,"MC CRONE, INC",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.0783,39.2033
VA07521,CHILDRESS DAM,,2013-03-12,TRIB.  TUCKAHOE CREEK,,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"PRESTON, DOUGLAS E AND CAROL C",,,N,LOW,Y,Y,Y,Y,16,67,275,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.694,37.6983
DE00084,CITY OF HARRINGTON SEWAGE LAGOON,,2013-02-04,BROWNS BRANCH-OS,HARRINGTON,KENT,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF HARRINGTON,1971,,N,SIGNIFICANT,N,N,N,N,6.37,62,2000,,0.12,,NR,0,N,,,,,,,,DE,,0,-75.5636,38.922
DE00081,CITY OF LAUREL SEWAGE LAGOON,,2013-02-04,BROAD CREEK-OS,LAUREL,SUSSEX,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF LAUREL,,,N,SIGNIFICANT,N,N,N,N,14.69,123,1550,,1.52,,NR,0,N,,,,,,,,DE,,0,-75.5765,38.559
DE00079,CITY OF LAUREL SEWAGE LAGOON,,2013-02-04,BROAD CREEK-OS,LAUREL,SUSSEX,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF LAUREL,1964,,N,SIGNIFICANT,N,N,N,N,13,65,875,,1.52,,NR,0,N,,,,,,,,DE,,0,-75.5803,38.5596
DE00082,CITY OF LAUREL SEWAGE LAGOON,,2013-02-04,BROAD CREEK-OS,LAUREL,SUSSEX,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF LAUREL,1964,,N,SIGNIFICANT,N,N,N,N,13,124,2000,,1.52,,NR,0,N,,,,,,,,DE,,0,-75.5789,38.5572
DE00073,CITY OF WILMINGTON SEWAGE LAGOON,,2013-02-04,DELAWARE RIVER-OS,WILMINGTON,NEW CASTLE,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF WILMINGTON,,,N,LOW,N,N,N,N,20.94,1370,570,,0.29,,NR,0,N,,,,,,,,DE,,0,-75.5073,39.7281
DE00074,CITY OF WILMINGTON SLUDGE DISPOSAL AREA,,2013-02-04,DELAWARE RIVER-OS,WILMINGTON,NEW CASTLE,DE,DE00,JOHN C. CARNEY JR. (D),D,LOCAL GOVERNMENT,CITY OF WILMINGTON,,,N,LOW,N,N,N,N,20,320,625,,0.29,,NR,0,N,,,,,,,,DE,,0,-75.5069,39.7303
MD00261,CLAIBORNE GOOCH,2001-02-01,2013-03-08,ISLAND CREEK,,QUEEN ANNE'S,MD,MD01,ANDY HARRIS (R),R,PRIVATE,GUY PILLI,1982,,N,,N,N,N,N,8,84,850,1151,1.9,USDA NRCS,NR,5,N,,1,,USDA NRCS,,,,USDA NRCS,,0,-76.0249,39.0748
MD00259,CLAIR PEAKE DAM,2008-06-19,2013-02-04,TOM SWAMP RUN,,ST. MARYS,MD,MD05,STENY H. HOYER (D),D,STATE,MD DOT-STATE HIGHWAY ADMIN DISTRICT 5,1983,"2003,S",N,LOW,Y,Y,Y,Y,26,174,750,44,0.11,,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6156,38.3778
VA17509,CLAUD DAM,,2013-03-12,TR-NICHOLSON CREEK,,SOUTHAMPTON,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,T. P. CLAUD ESTATE,,,N,LOW,Y,Y,Y,Y,10,75,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.325,36.6833
VA08333,CLAYCOMB DAM,,2013-03-12,TR-ROWIE BR. STOKES CREEK,,HALIFAX,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,"CHARLES P. CLAYCAMB, JR.",,,N,LOW,Y,Y,Y,Y,23,69,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.9433,38.6416
VA05314,CLAYTONS DAM,,2013-03-12,CATTAIL RUN,,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,J. F. CLAYTON,,,N,LOW,Y,Y,Y,Y,14,53,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.495,37.2033
VA08332,CLIBORNE DAM,,2013-03-12,TR-WINN CREEK,RT. 360,HALIFAX,VA,VA05,ROBERT HURT (R),R,PRIVATE,VIRGIE CLIBORN,1955,,N,,Y,Y,Y,Y,27,46,300,622,,,NR,0,Y,DCR,18992,,USDA NRCS,,,,VA,,0,-78.8733,36.815
VA08527,CLIFTON POND DAM,2011-05-09,2013-03-12,TRIB. TO MATADEQUIN CREEK,,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,PAUL AND BETTY PARRISH,,1985,N,LOW,Y,Y,Y,Y,25,150,500,,0.1,,Y,0,Y,DCR,,,,,,,VA,,0,-77.1983,37.6396
VA04720,COLE DAM #1,2008-07-15,2013-03-12,,,CULPEPER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,JANET N. COLE RECOVERABLE TRUST,,1964,N,LOW,Y,Y,Y,Y,32,89,,,0.05,,Y,0,Y,DCR,,,,,,,VA,,0,-78.15,38.4833
VA03345,COLEMANS  MILLPOND DAM,,2013-03-12,MILL RUN,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,"DALE, SAMUEL GEO. W. AND MARTHA",,,N,LOW,Y,Y,Y,Y,22,71,300,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.4295,37.9601
VA17501,COLGATE DARDEN DAM,,2013-03-12,TR-NOTTOWAY SWAMP,ST RT 646,SOUTHAMPTON,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,DARDEN ESTATE,1900,,N,LOW,Y,Y,Y,Y,12,335,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.005,36.755
VA68002,COLLEGE LAKE DAM,2011-12-29,2013-03-12,BLACKWATER CREEK,LYNCHBURG,LYNCHBURG CITY,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,CITY OF LYNCHBURG,1934,,N,HIGH,Y,Y,Y,Y,35.39,1000,300,,22.3,VA HIGHWAY DEPARTMENT,Y,0,Y,DCR,,,,,,,VA,,0,-79.185,37.4016
VA04933,COLLINS LOWER DAM,,2013-03-12,,,CUMBERLAND,VA,VA05,ROBERT HURT (R),R,PRIVATE,HAROLD W. COLLINS,,,N,LOW,Y,Y,Y,Y,23,139,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.2583,37.475
MD00293,COLUMBIA CREEK DAM,2009-07-30,2013-02-04,TR-REWASTICO CRK(COLUMBIA CRK),TIDAL,WICOMICO,MD,MD01,ANDY HARRIS (R),R,PRIVATE,BRUCE E. NICHOLS,1987,1987,N,LOW,Y,Y,Y,Y,13,68,425,400,1.2,USDA NRCS,NR,5,Y,MD DAM SAFETY,1,,USDA NRCS,,,,MD,,0,-75.7345,38.4172
MD00079,COLUMBIA GATEWAY DAM,2011-12-09,2013-02-04,TR-DORSEY RUN,INDUSTRIAL PARK,HOWARD,MD,MD03,JOHN P. SARBANES (D),D,PRIVATE,HOWARD RESEARCH & DEVELOPMENT CORPORATION,1972,"2000,H",N,HIGH,Y,Y,Y,Y,36,313,1600,1820,0.9,JACKSON & MORELAND: SOL KING,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.8094,39.1705
VA05315,COMMERCE PARK DAM,2010-10-26,2013-03-12,TR-CATTAIL RUN,,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,DINWIDDIE COUNTY,,1981,N,LOW,Y,Y,Y,Y,12,124.2,550,,0.87,,N,0,Y,DCR,,,,,,,VA,,0,-77.49,37.1916
VA11903,CONRADS DAM,,2013-03-12,WILSON CREEK,WILTON,MIDDLESEX,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,W. S. PROPST,1900,,N,LOW,Y,Y,Y,Y,12,69,500,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.41,37.5481
VA17716,COOL SPRING,,2013-03-12,,,SPOTSYLVANIA,VA,VA07,ERIC CANTOR (R),R,NOT LISTED,"RECREATIONAL RESORTS, LTD.",,,N,LOW,Y,Y,Y,Y,24,900,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.6483,38.2966
VA11717,COPLEYS DAM,,2013-03-12,TR-DOCKERY CREEK,,MECKLENBURG,VA,VA05,ROBERT HURT (R),R,PRIVATE,T. L. COPLEY,1955,,N,LOW,Y,Y,Y,Y,26,23,210,,,,NR,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-78.1583,36.695
VA05716,CORTNEY DAM,,2013-03-12,,,ESSEX,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,E. CORTNEY,,,N,LOW,Y,Y,Y,Y,21,129,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.9733,37.9116
VA06118,COVENTRY DAM,2010-10-18,2013-03-12,HARPERS RUN BRANCH,NONE,FAUQUIER,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,COVENTRY H.O.A.,1968,,N,SIGNIFICANT,Y,Y,Y,Y,37,731,400,,1.01,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-77.7016,38.5083
VA09513,CRANSTONS MILL POND DAM,2010-06-14,2013-03-12,YARMOUTH CREEK,VA ST RD 632,JAMES CITY,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,"CRANSTON MILL POND, LLC",1964,,N,LOW,Y,Y,Y,Y,11,657,650,,7,,Y,0,Y,DCR,,,,,,,VA,,0,-76.8139,37.3475
VA00718,CRAWFORD DAM,,2013-03-12,APPOMATTOX RIVER,APPOMATTOX RIVER,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,MENDEL FARMS INC.,1960,,N,,N,N,N,N,26,50,300,2415,,,NR,0,N,DCR,17796,,USDA NRCS,,,,VA,,0,-77.8733,37.4383
VA18308,CREATH DAM,,2013-03-12,TR-SPRING CREEK,ST RT 645,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,DAVID CREATH,1965,,N,,Y,Y,Y,Y,16,120,235,60,,,NR,0,Y,DCR,4947,,USDA NRCS,,,,VA,,0,-77.4166,36.8333
VA05933,CRIPPEN DAM,2004-08-11,2013-03-12,TR-NICHOLS RUN,NONE,FAIRFAX,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,"STUMP DUMP, INC.",1992,,N,SIGNIFICANT,Y,Y,Y,Y,42,140,130,,0.25,DRAPER ADEN ASSOCIATES,Y,0,Y,DCR,,,,,,,VA,,0,-77.3333,39.0008
VA04125,CROSTICK DAM,,2013-03-12,SECOND BRANCH,STATE ROAD 636,CHESTERFIELD,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,HORST RESZIES,1850,,N,LOW,Y,Y,Y,Y,15,60,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.5533,37.325
VA13504,CRYSTAL DAM,,2013-03-12,TR-LITTLE NOTTOWAY RIVER,ST RT 625,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,TOWN OF CREWE,1880,,N,LOW,Y,Y,Y,Y,20,500,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.085,37.12
VA00901,CUSHAW,2010-03-02,2013-02-28,JAMES RIVER,BIG ISLAND,AMHERST,VA,VA06,BOB GOODLATTE (R),R,PUBLIC UTILITY,VIRGINIA POWER COMPANY,1930,,N,LOW,N,N,N,N,26,380,1716,68340.8,2960,,NR,3,N,DCR,,,,,FERC,FERC,FERC,,1,-79.3812,37.5913
VA17511,CYPRESS COVE DAM,,2013-03-12,NOTTOWAY SWAMP,,SOUTHAMPTON,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,CYPRESS COVE COUNTRY CLUB,,,N,SIGNIFICANT,Y,Y,Y,Y,10,279,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.9916,36.7016
VA03328,D. PITTS DAM,,2013-03-12,TRIB.  MARACOSSIC CREEK,,CAROLINE,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,DOROTHY PITTS,,,N,LOW,Y,Y,Y,Y,9,54,300,,,,N,0,Y,DCR,,,,,,,VA,,0,-77.2678,38.0161
MD10004,DAM NO. 5,2006-03-14,2013-02-27,,,,MD,WV02,SHELLEY MOORE CAPITO (R),R,FEDERAL,DOI NPS,1830,1998,N,,N,N,N,N,20,4900,,,,,Y,0,N,,,DOI NPS,,,DOI NPS,DOI NPS,DOI NPS,,0,-77.9166,39.6
VA13523,DANIELS DAM,,2013-03-12,BLAND CREEK,RT. 608,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,JACKSON O. NEAL,1953,,N,,Y,Y,Y,Y,19,104,352,3543,,,NR,0,Y,DCR,24311,,USDA NRCS,,,,VA,,0,-77.9333,37.1433
VA17503,DARDENS DAM,,2013-03-12,TR-MILL SWAMP,ST RT 658,SOUTHAMPTON,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,PAUL C. MARKS,1850,,N,LOW,Y,Y,Y,Y,12,471,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.115,36.6533
VA09908,DARR DAM,2010-03-17,2013-03-12,,NONE,KING GEORGE,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,JOYCE L. DARR,1977,,N,LOW,Y,Y,Y,Y,31,71,,,0.01,ARNOLD HAWKINS EXCAVATING CO.,NR,0,Y,DCR,,,,,,,VA,,0,-77.3171,38.3068
